"公司名","曾用名","联系电话","公司网站","法人","地址","简介__","简介____-","简介","注册资本","公司状态","工商注册号","组织机构代码","统一信用代码","公司类型","纳税人识别号","所属行业","人员规模","实缴资本","登记机关","参保人数","英文名","注册地址","经营范围","法人简介","执照实拍","当前企业网址","邮箱","注册时间","成立日期"
"","","","","","","重庆洛克大通管业有限公司投资方为嘉德集团、美国洛克集团以及韩国大通有限公司。公司拥有国际最先进的生产设备和技术、优秀的管理团队、高效的管理体系、丰富的生产经验、严格的流程控制成就了优质的产品和满意的服务。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 公司一直致力于能源管道、市政工程等新型高科技管路产品的生产、研发、销售及系统集成，产品广泛应用于煤矿、电力、市政、化工、消防等工程领域。公司率先通过了ISO9001国际质量管理体系认证，以及各相关行业的入网认证和安全认证。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 洛克大通公司以诚信为本，坚持安全、质量、高效、创新的企业理念，努力为客户提供最佳的解决方案，产品远销美洲、欧洲以及中亚和东亚国家，在国际涂塑钢管领域处于领先地位。主要从事煤矿管路和市政管路的生产和销售，又独立的研发机构，产品远销各地。 2011年煤矿管路销售完成业绩1.2亿。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 本公司现有员工150人，其中管理销售30人，生产技术20名，工人100名左右；其生产基地在合川工业园区，总部在世纪英皇大厦南塔15-11.","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," http://jobs.zhaopin.com/chongqing/鍖哄烟缁忕悊_462223911250009.htm","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," － －-在此有招","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 营产品或服务： 涂塑钢管、热浸塑钢管 主营行业： 建筑、建材/建筑、建材类管材/其他建筑、建材类管材","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 冶金矿产/管材/其他管材","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 机械设备/化工管道及配件","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 企业类型： 有限责任公司 经营模式： 生产型, ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 注册资本： 人民币 1000 万 公司注册地： 重庆市 ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 员工人数： 150 公司成立时间： 2002 ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 法定代表人/负责人： 高 主要客户： ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 年营业额： 主要经营地点： 重庆市江北区红旗河沟世纪英皇南塔15-11 ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 主要市场： 经营品牌： ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 开户银行： 银行账号： ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 是否提供OEM代加工： 不提供 质量控制： ","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 年出口额： 研发部门人数：","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"泰安市华宇房地产信息咨询有限公司第二分公司","-","暂无","暂无","岳利朋 ","泰安市岱岳区泰山大街6林肯花园商业楼S-51号",""," ","","-","在营（开业）企业","-","-","91370900MA3M3BP83R","有限责任公司分公司(自然人投资或控股)","91370900MA3M3BP83R","租赁和商务服务业","-","-","泰安市岱岳区工商行政管理局","-","-","泰安市岱岳区泰山大街6林肯花园商业楼S-51号","房地产信息咨询;房地产营销策划;房地产租赁代理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_prb7f19f9d2a79134d49213b0ef95f5e.html","未上传","https://www.qichacha.com/firm_f212d3c492e6a9d0c16782c58263b6cc.html","暂无","2018-07-03","2018-07-03"
"重庆顺丰兴发幕墙装饰工程有限公司","-","暂无","http://www.cqsfxf.com","蒋红兵 ","重庆市九龙坡区朝田村218号22-2-1、2"," ","","","2018万人民币元","存续(在营、开业、在册)","500901000032108","20311511-5","91500107MA5U3RER3M","有限责任公司","91500107MA5U3RER3M","建筑业","-","2018万人民币元","重庆市工商行政管理局九龙坡区分局高新区局","-","ChongqingShunfengXingfaCurtainWallDecorationEngineeringCo.,Ltd.","重庆市九龙坡区朝田村218号22-2-1、2","建筑装修装饰工程专业承包壹级、建筑幕墙工程专业承包壹级、建筑幕墙工程设计专项乙级(以上三项按资质证书核定的事项和期限从事经营),金属门窗安装。(依法须经批准的项目,经相关部门批准后方可开展经营活动。)","https://www.qichacha.com/pl_pf4aab899cfa643944157e24023c9a9f.html","http://qccdata.qichacha.com/ECIScreen/0e4af76167c6f4a058e1b7b2d83f8804/20180314104237160.png","https://www.qichacha.com/firm_0e4af76167c6f4a058e1b7b2d83f8804.html","744207571@qq.com","2018-01-25","1997-10-31"
"","","","","","","重庆顺丰兴发幕墙装饰工程有限公司创建于1998年，注册资金1080万元。专业从事建筑幕墙、金属门窗和建筑装饰装修业务，具有国家贰级施工资质。公司有较强的技术、生产、施工、管理能力，是重庆市建筑装饰协会、重庆市建筑节能协会理事单位。作为重庆市知名的建筑装修企业，公司业务以重庆为主辐射到贵州、云南、四川、海南等地。与香港香江高科地产、重庆金科地产、融华地产、恒大地产、保利地产、阳光100地产、重庆东和地产、重庆南方地产等知名企业有着良好、长期的合作关系。完成了保利小泉别墅、恒大华府、阳光100国际新城、南方君临酒店、陈家坪会展中心、解放碑雨田大厦、东和城、帝豪峰、中安翡翠湖别墅等众多大型项目，年产量达15万方。公司遵从国家作息时间，为员工购买保险并提供带薪年假。","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," 公司欢迎优秀人才加入共创辉煌未来！","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","",""," ","","","","","","","","","","","","","","","","","","","","","","",""
"重庆市大泽置业代理有限公司朝天门店","-","暂无","暂无","李国辉 ","重庆市渝中区道门口18号12号门面",""," ","","-","存续(在营、开业、在册)","500103300010778","66643770-0","915001036664377007","分公司","915001036664377007","租赁和商务服务业","-","-","重庆市工商行政管理局渝中区分局","-","-","重庆市渝中区道门口18号12号门面","房地产经纪、咨询。『以上范围法律、法规禁止经营的不得经营;法律、法规规定应经审批而未获审批前不得经营』★★","https://www.qichacha.com/pl_pd02d70efe9f37cf05adba1bc4940258.html","未上传","https://www.qichacha.com/firm_5cf308eca3f29aec9f3e64b59fecdcc1.html","2898503062@qq.com","2017-03-01","2007-10-10"
"桂林市今朝房地产开发有限公司","-","暂无","暂无","董永 ","桂林市秀峰区丽中路24号1单元101室",""," ","","800万人民币元","存续（在营、开业、在册）","450300000178545","MA5MUUF3-1","91450300MA5MUUF31A","有限责任公司(自然人投资或控股)","91450300MA5MUUF31A","房地产业","-","-","桂林市工商行政管理局","-","-","桂林市秀峰区丽中路24号1单元101室","对房地产开发项目的投资;房地产开发。","https://www.qichacha.com/pl_p0e613965551f4b4fce46a281e8decf8.html","http://qccdata.qichacha.com/ECIScreen/856d7487e51cabf2506267e4ec48e7bd/20171102125623926.png","https://www.qichacha.com/firm_856d7487e51cabf2506267e4ec48e7bd.html","暂无","2017-10-25","2017-10-25"
"重庆市辉腾置业顾问有限公司","-","暂无","暂无","李远锋 ","重庆市南川区南城街道办事处商业城A栋3-1号",""," ","","60万人民币元","存续(在营、开业、在册)","500384000002741","666436118","91500119666436118X","有限责任公司","91500119666436118X","房地产业","-","60万人民币元","重庆市工商行政管理局南川区分局","-","-","重庆市南川区南城街道办事处商业城A栋3-1号","房地产经纪、房地产咨询服务、房地产营销策划;代办房产证;销售:计算机软硬件、办公用品。(国家法律、法规禁止经营的不得经营;国家法律、法规规定需取得行政许可的取得许可后方可从事经营活动)*","https://www.qichacha.com/pl_pb46d50eb608359956788930ca851f35.html","未上传","https://www.qichacha.com/firm_bd96b5a2a9618e3c4ff1493a26ac8949.html","暂无","2016-11-11","2007-09-25"
"重庆朔元液压机械有限公司","-","暂无","暂无","李丽 ","重庆市沙坪坝区小龙坎正街305-12号",""," ","","50万人民币元","存续(在营、开业、在册)","500106000084387","70949779-8","91500106709497798L","有限责任公司","91500106709497798L","批发和零售业","-","50万人民币元","重庆市工商行政管理局沙坪坝区分局","-","-","重庆市沙坪坝区小龙坎正街305-12号","销售:液压机械及零部件、汽车零部件、摩托车及零部件、工程机械及零部件、金属材料、五金交电、化工产品(不含危险化学品)。(以上范围国家法律、法规禁止经营的不得经营;国家法律、法规规定应经审批而未获审批前不得经营)*","https://www.qichacha.com/pl_pd317c26ae9d3bdc827313a9c720a396.html","http://qccdata.qichacha.com/ECIScreen/8be2efbefeed2aa34e801e90b5f58062/20171017190936545.png","https://www.qichacha.com/firm_8be2efbefeed2aa34e801e90b5f58062.html","暂无","2016-12-02","2010-09-28"
"重庆巨洲体育设施有限公司渝北区分公司","-","暂无","暂无","王琼 ","重庆市渝北区回兴街道兴科四路111号富悦新城7幢1单元1-3-1",""," ","","-","存续(在营、开业、在册)","500112311065188","33960167-3","915001123396016730","分公司","915001123396016730","批发和零售业","-","-","重庆市工商行政管理局渝北区分局","-","-","重庆市渝北区回兴街道兴科四路111号富悦新城7幢1单元1-3-1","制造、销售:体育器材、训练健身器材及技术服务;销售:文化用品;体育场馆租赁;体育赛事策划及咨询;从事建筑相关业务(凭相关资质证书执业)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)","https://www.qichacha.com/pl_pb45a98111a25340363313669e5a8743.html","未上传","https://www.qichacha.com/firm_db5317e715f7f1df47bd7cd1ddf9c124.html","279287765@qq.com","2016-04-11","2015-05-18"
